seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
1	179224	179388	165	*	Distal Intergenic	1	182696	184174	1479	1	ENSG00000279928	ENST00000624431	-3308	NA	NA	NA
1	371909	372080	172	*	Intron (ENST00000440163/ENSG00000290385, intron 2 of 2)	1	365395	368450	3056	2	ENSG00000290385	ENST00000453935	-3459	NA	NA	NA
1	433518	433750	233	*	Intron (ENST00000455207/ENSG00000290385, intron 1 of 2)	1	439870	440232	363	1	ENSG00000269732	ENST00000437905	-6120	NA	NA	NA
1	586115	586221	107	*	Promoter (1-2kb)	1	587629	594768	7140	1	ENSG00000235146	ENST00000423796	-1408	NA	NA	NA
1	629103	630011	909	*	Promoter (<=1kb)	1	629640	630683	1044	1	ENSG00000225630	ENST00000457540	0	100652939	MTND2P28	MT-ND2 pseudogene 28
1	629103	630011	909	*	Promoter (<=1kb)	1	629640	630683	1044	1	ENSG00000225630	ENST00000457540	0	100652939	MTND2P28	MT-ND2 pseudogene 28
1	629103	630011	909	*	Promoter (<=1kb)	1	629640	630683	1044	1	ENSG00000225630	ENST00000457540	0	100652939	MTND2P28	MT-ND2 pseudogene 28
1	629103	630011	909	*	Promoter (<=1kb)	1	629640	630683	1044	1	ENSG00000225630	ENST00000457540	0	100652939	MTND2P28	MT-ND2 pseudogene 28
1	629103	630011	909	*	Promoter (<=1kb)	1	629640	630683	1044	1	ENSG00000225630	ENST00000457540	0	100652939	MTND2P28	MT-ND2 pseudogene 28
1	630249	630478	230	*	Promoter (<=1kb)	1	631074	632616	1543	1	ENSG00000237973	ENST00000414273	-596	107075141	MTCO1P12	MT-CO1 pseudogene 12
1	630772	631377	606	*	Promoter (<=1kb)	1	631074	632616	1543	1	ENSG00000237973	ENST00000414273	0	107075141	MTCO1P12	MT-CO1 pseudogene 12
1	630772	631377	606	*	Promoter (<=1kb)	1	631074	632616	1543	1	ENSG00000237973	ENST00000414273	0	107075141	MTCO1P12	MT-CO1 pseudogene 12
1	630772	631377	606	*	Promoter (<=1kb)	1	631074	632616	1543	1	ENSG00000237973	ENST00000414273	0	107075141	MTCO1P12	MT-CO1 pseudogene 12
1	631877	632380	504	*	Promoter (<=1kb)	1	632325	632413	89	2	ENSG00000278791	ENST00000621981	33	NA	NA	NA
1	631877	632380	504	*	Promoter (<=1kb)	1	632325	632413	89	2	ENSG00000278791	ENST00000621981	33	NA	NA	NA
1	632507	632972	466	*	Promoter (<=1kb)	1	632757	633438	682	1	ENSG00000229344	ENST00000427426	0	107075310	MTCO2P12	MT-CO2 pseudogene 12
1	632507	632972	466	*	Promoter (<=1kb)	1	632757	633438	682	1	ENSG00000229344	ENST00000427426	0	107075310	MTCO2P12	MT-CO2 pseudogene 12
1	632507	632972	466	*	Promoter (<=1kb)	1	632757	633438	682	1	ENSG00000229344	ENST00000427426	0	107075310	MTCO2P12	MT-CO2 pseudogene 12
1	633091	633535	445	*	Promoter (<=1kb)	1	633535	633741	207	1	ENSG00000240409	ENST00000467115	0	106480795	MTATP8P1	MT-ATP8 pseudogene 1
1	633091	633535	445	*	Promoter (<=1kb)	1	633535	633741	207	1	ENSG00000240409	ENST00000467115	0	106480795	MTATP8P1	MT-ATP8 pseudogene 1
1	633091	633535	445	*	Promoter (<=1kb)	1	633535	633741	207	1	ENSG00000240409	ENST00000467115	0	106480795	MTATP8P1	MT-ATP8 pseudogene 1
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	633735	634904	1170	*	Promoter (<=1kb)	1	634376	634922	547	1	ENSG00000198744	ENST00000416718	0	107075270	MTCO3P12	MT-CO3 pseudogene 12
1	904613	904809	197	*	Promoter (<=1kb)	1	904834	915976	11143	1	ENSG00000272438	ENST00000607769	-25	NA	NA	NA
1	906862	907003	142	*	Promoter (2-3kb)	1	904834	915976	11143	1	ENSG00000272438	ENST00000607769	2028	NA	NA	NA
1	911179	911443	265	*	Promoter (<=1kb)	1	911435	914948	3514	1	ENSG00000230699	ENST00000448179	0	NA	NA	NA
1	976161	976374	214	*	Promoter (<=1kb)	1	975205	976641	1437	2	ENSG00000187642	ENST00000479361	267	84808	PERM1	PPARGC1 and ESRR induced regulator, muscle 1
1	1006489	1006742	254	*	Promoter (1-2kb)	1	1008076	1008229	154	2	ENSG00000231702	ENST00000423619	1487	NA	NA	NA
1	1024726	1024931	206	*	Intron (ENST00000379370/ENSG00000188157, intron 2 of 35)	1	1020123	1056118	35996	1	ENSG00000188157	ENST00000620552	4603	375790	AGRN	agrin
1	1064055	1064213	159	*	Promoter (<=1kb)	1	1064495	1066274	1780	1	ENSG00000291156	ENST00000433695	-282	100288175	LOC100288175	uncharacterized LOC100288175
1	1067997	1068184	188	*	Exon (ENST00000412397/ENSG00000217801, exon 8 of 10)	1	1064518	1066441	1924	1	ENSG00000291156	ENST00000451054	3479	100288175	LOC100288175	uncharacterized LOC100288175
1	1073789	1074295	507	*	Promoter (<=1kb)	1	1070967	1074306	3340	2	ENSG00000237330	ENST00000453464	11	401934	RNF223	ring finger protein 223
1	1073789	1074295	507	*	Promoter (<=1kb)	1	1070967	1074306	3340	2	ENSG00000237330	ENST00000453464	11	401934	RNF223	ring finger protein 223
1	1078854	1079090	237	*	Distal Intergenic	1	1070967	1074306	3340	2	ENSG00000237330	ENST00000453464	-4548	401934	RNF223	ring finger protein 223
1	1079482	1079844	363	*	Distal Intergenic	1	1082146	1084072	1927	2	ENSG00000131591	ENST00000464905	4228	54991	C1orf159	chromosome 1 open reading frame 159
1	1079482	1079844	363	*	Distal Intergenic	1	1082146	1084072	1927	2	ENSG00000131591	ENST00000464905	4228	54991	C1orf159	chromosome 1 open reading frame 159
1	1079482	1079844	363	*	Distal Intergenic	1	1082146	1084072	1927	2	ENSG00000131591	ENST00000464905	4228	54991	C1orf159	chromosome 1 open reading frame 159
1	1264924	1265082	159	*	Promoter (1-2kb)	1	1257122	1263569	6448	2	ENSG00000160087	ENST00000471154	-1355	118424	UBE2J2	ubiquitin conjugating enzyme E2 J2
1	1272369	1272715	347	*	Promoter (<=1kb)	1	1267862	1273471	5610	2	ENSG00000160087	ENST00000488418	756	118424	UBE2J2	ubiquitin conjugating enzyme E2 J2
1	1272369	1272715	347	*	Promoter (<=1kb)	1	1267862	1273471	5610	2	ENSG00000160087	ENST00000488418	756	118424	UBE2J2	ubiquitin conjugating enzyme E2 J2
1	1282151	1282360	210	*	Promoter (<=1kb)	1	1282164	1285597	3434	1	ENSG00000162572	ENST00000467651	0	6339	SCNN1D	sodium channel epithelial 1 subunit delta
1	1331170	1331293	124	*	Promoter (<=1kb)	1	1331280	1335314	4035	1	ENSG00000169962	ENST00000339381	0	83756	TAS1R3	taste 1 receptor member 3
1	1360641	1360819	179	*	Promoter (<=1kb)	1	1352692	1361777	9086	2	ENSG00000162576	ENST00000477278	958	54587	MXRA8	matrix remodeling associated 8
1	1364382	1364565	184	*	Promoter (2-3kb)	1	1352692	1361777	9086	2	ENSG00000162576	ENST00000477278	-2605	54587	MXRA8	matrix remodeling associated 8
1	1758861	1759089	229	*	Promoter (<=1kb)	1	1752471	1758575	6105	2	ENSG00000008130	ENST00000342348	-286	65220	NADK	NAD kinase
1	1763094	1763206	113	*	Intron (ENST00000341426/ENSG00000008130, intron 2 of 11)	1	1752471	1758575	6105	2	ENSG00000008130	ENST00000342348	-4519	65220	NADK	NAD kinase
1	1960063	1960186	124	*	Promoter (<=1kb)	1	1946348	1960106	13759	2	ENSG00000142609	ENST00000493316	0	85452	CFAP74	cilia and flagella associated protein 74
1	2135572	2135728	157	*	Promoter (<=1kb)	1	2135262	2150865	15604	1	ENSG00000067606	ENST00000419838	310	5590	PRKCZ	protein kinase C zeta
1	2140109	2140275	167	*	Intron (ENST00000378567/ENSG00000067606, intron 5 of 17)	1	2144451	2185395	40945	1	ENSG00000067606	ENST00000479263	-4176	5590	PRKCZ	protein kinase C zeta
1	2189557	2189685	129	*	3' UTR	1	2189544	2194108	4565	2	ENSG00000162585	ENST00000497675	4423	199990	FAAP20	FA core complex associated protein 20
1	2255780	2256279	500	*	Intron (ENST00000704337/ENSG00000157933, intron 1 of 3)	1	2247996	2303376	55381	1	ENSG00000157933	ENST00000478223	7784	6497	SKI	SKI proto-oncogene
1	2255780	2256279	500	*	Intron (ENST00000704337/ENSG00000157933, intron 1 of 3)	1	2247996	2303376	55381	1	ENSG00000157933	ENST00000478223	7784	6497	SKI	SKI proto-oncogene
1	2290828	2290945	118	*	Intron (ENST00000704337/ENSG00000157933, intron 1 of 3)	1	2303646	2304368	723	1	ENSG00000157933	ENST00000507179	-12701	6497	SKI	SKI proto-oncogene
1	2311617	2311733	117	*	Distal Intergenic	1	2315040	2321323	6284	1	ENSG00000287356	ENST00000659232	-3307	NA	NA	NA
1	2338816	2338980	165	*	Intron (ENST00000378531/ENSG00000116151, intron 10 of 13)	1	2326201	2326693	493	2	ENSG00000272161	ENST00000607720	-12123	NA	NA	NA
1	2655004	2655770	767	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-21988	79258	MMEL1	membrane metalloendopeptidase like 1
1	2655919	2656270	352	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-22903	79258	MMEL1	membrane metalloendopeptidase like 1
1	2677369	2677611	243	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-44353	79258	MMEL1	membrane metalloendopeptidase like 1
1	2677753	2678603	851	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-44737	79258	MMEL1	membrane metalloendopeptidase like 1
1	2683478	2683736	259	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-50462	79258	MMEL1	membrane metalloendopeptidase like 1
1	2685498	2686582	1085	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-52482	79258	MMEL1	membrane metalloendopeptidase like 1
1	2686693	2686899	207	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-53677	79258	MMEL1	membrane metalloendopeptidase like 1
1	2692141	2692314	174	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-59125	79258	MMEL1	membrane metalloendopeptidase like 1
1	2696712	2697102	391	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-63696	79258	MMEL1	membrane metalloendopeptidase like 1
1	2698498	2698609	112	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2590639	2633016	42378	2	ENSG00000142606	ENST00000378412	-65482	79258	MMEL1	membrane metalloendopeptidase like 1
1	2749909	2750149	241	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2768091	2784733	16643	1	ENSG00000285945	ENST00000648684	-17942	NA	NA	NA
1	2750350	2750621	272	*	Intron (ENST00000401095/ENSG00000215912, intron 6 of 8)	1	2768091	2784733	16643	1	ENSG00000285945	ENST00000648684	-17470	NA	NA	NA
1	2769246	2769604	359	*	Promoter (1-2kb)	1	2768091	2784733	16643	1	ENSG00000285945	ENST00000648684	1155	NA	NA	NA
1	3066372	3066597	226	*	Promoter (1-2kb)	1	3064072	3067769	3698	2	ENSG00000177133	ENST00000321336	1172	440556	PRDM16-DT	PRDM16 divergent transcript
1	3165425	3165566	142	*	Intron (ENST00000511072/ENSG00000142611, intron 1 of 15)	1	3132927	3133709	783	2	ENSG00000226286	ENST00000440516	-31716	NA	NA	NA
1	3453242	3453373	132	*	Promoter (1-2kb)	1	3454665	3481113	26449	1	ENSG00000130762	ENST00000378378	-1292	27237	ARHGEF16	Rho guanine nucleotide exchange factor 16
1	3482421	3482711	291	*	Distal Intergenic	1	3487246	3487627	382	1	ENSG00000272088	ENST00000606489	-4535	NA	NA	NA
1	3482421	3482711	291	*	Distal Intergenic	1	3487246	3487627	382	1	ENSG00000272088	ENST00000606489	-4535	NA	NA	NA
1	3604630	3604741	112	*	Intron (ENST00000356575/ENSG00000162591, intron 1 of 36)	1	3490562	3611277	120716	2	ENSG00000162591	ENST00000485002	6536	1953	MEGF6	multiple EGF like domains 6
1	5816872	5817164	293	*	Distal Intergenic	1	5733358	5771453	38096	2	ENSG00000289893	ENST00000701409	-45419	NA	NA	NA
1	6220419	6220562	144	*	Promoter (2-3kb)	1	6221898	6223502	1605	2	ENSG00000116237	ENST00000495791	2940	23463	ICMT	isoprenylcysteine carboxyl methyltransferase
1	7265858	7265971	114	*	Intron (ENST00000303635/ENSG00000171735, intron 5 of 22)	1	7219360	7219524	165	1	ENSG00000207056	ENST00000384328	46498	106481604	RNU1-8P	RNA, U1 small nuclear 8, pseudogene
